,Complete,Decision,Received,Sent
cutiejane,0.0,0.0,0.0,0.0
CUtiger,0.2,0.8,0.2,1.0
Cutlass,0.5,0.0,0.5,0.5
cutler22,0.0,0.0,0.0,0.0
cutter,0.9,1.0,0.0,0.0
cutthree12,0.285714285714,0.809523809524,0.857142857143,1.0
cuttyeon,0.0,0.0,0.0,0.0
cutupkid,0.0,0.0833333333333,0.0,0.0
cuty1smile,0.0,0.0,0.0,0.0
cuyahoga,0.0,0.0,0.0,0.0
cv6149a,0.0,0.0,0.0,0.0
Cvacosta,0.0,0.0,0.0,0.0
cvalue13,0.0,0.0,0.0,0.0
cvanilla85,0.0,0.0,0.0,0.0
CVazque90,0.0,0.0,0.0,0.0
cvcook,0.0,0.0,0.0,0.0
cvega107,0.0,0.0,0.0,0.0
cvenjohn,0.0,0.0,0.0,0.0
cverh,0.0,0.0,0.0,0.0
cvg,0.0,0.0,0.0,0.0
cvh1717,0.0,0.0,0.0,0.0
CVicious,0.0,0.0,0.0,0.0
cvillecleav,0.1,0.5,0.2,0.4
cvillewahoo05,0.0,0.0,0.0,0.0
cvnrssm,0.0,0.0,0.0,0.0
cvp32,0.0,0.0,0.0,0.0
cw18girl3,1.0,1.0,1.0,1.0
cw51379,0.0,0.0,0.0,0.0
cwalkama,0.0,0.0,0.0,0.0
cwalk,0.0,0.875,0.0,0.0
cward41,0.0,0.0,0.0,0.0
cwarzec,0.0,0.0,0.0,0.0
cwassers,0.0,0.0,0.0,0.0
cwatkins2,0.0,0.0,0.0,0.0
cwatter,0.0909090909091,0.272727272727,0.272727272727,1.0
cwb888777,0.0,0.0,0.0,0.0
cwc13f,0.0,0.0,0.0,0.0
cwcervantes,0.0,0.0,0.0,0.0
cwctz8,1.0,1.0,1.0,1.0
cwcwcw,0.0,0.0,0.0,0.0
cwe209,0.0,0.0,0.0,0.0
cweeze,0.333333333333,0.666666666667,0.222222222222,0.0
cwenger20,0.0,0.0,0.0,0.0
cwg0125,0.0,0.0,0.0666666666667,0.0666666666667
cwh9100,0.5,0.666666666667,0.5,1.0
cwhite,0.0,0.0,0.0,0.0
cwhittak,1.0,1.0,1.0,1.0
cwick22,0.0,0.0,0.0,0.0
cwil005,0.0,0.0,0.0,0.0
cwill2004,0.0,0.0,0.0,0.0
cwipes,0.0,0.8,0.0,1.0
cwize16,0.0,0.0,0.0,0.0
cwk,0.0,0.0,0.0,0.0
cwm06,0.0,0.0,0.0,0.0
cwms,0.0,0.0,0.0,0.0
cwolf415,0.0,0.0,0.0,0.0
cwouk,0.875,0.375,0.75,1.0
cwpratt,0.0,0.0,0.0,0.0
cwr4444,0.214285714286,0.428571428571,0.0714285714286,1.0
cwrasmus,0.0,0.0,0.0,0.0
cwruxc,0.2,0.8,0.6,0.9
cws11c,0.142857142857,0.142857142857,0.0714285714286,0.285714285714
cwschmidt,0.0,0.0,0.0,0.0
CWSD,0.2,0.7,0.0,0.0
cwynar,0.0,0.0,0.0,0.0
cx5573,0.0,0.0,0.0,0.0
CXOrmachea,0.111111111111,0.555555555556,0.0,0.888888888889
cy135,0.0,0.0,0.0,0.0
cy73,1.0,1.0,0.6,1.0
CYA2188,0.0,0.0,0.4,1.0
cyang,0.0,1.0,0.0,1.0
cyapt81,0.0,0.0,0.0,0.0
cyarian,0.0,0.0,0.0,0.0
Cybax6,1.0,1.0,0.0,1.0
cyberditzy,0.0,0.0,0.0,0.0
cyberlsx,0.0,0.0,0.0,0.0
cybpiero,0.0,0.0,0.0,0.0
cyc123,0.0,0.0,0.0,0.0
cyc4q,0.0,0.0,0.0,0.0
cycle05,0.0,0.0,0.0,0.0
cyclist29,0.230769230769,0.230769230769,0.230769230769,0.230769230769
cycrazy,0.0,0.0,0.0,0.0
Cydeways,0.0,0.0,0.0,0.0
cydippe,0.0,0.0,0.0,0.0
cydneyfowler,0.0,0.0,0.0,0.0
cydus,0.5,1.0,1.0,1.0
cydvicious,0.0,0.0,0.0,0.0
Cygne,0.0,0.0,0.0,0.0
cygnuslitemkk,1.0,0.5,1.0,1.0
Cyg,0.0,0.0,0.0,0.0
cyh527,0.0,0.0,0.0,0.0
cyim123,0.0,0.0,0.0,0.0
cylaw,1.0,0.882352941176,1.0,1.0
cylim,0.0,0.0,0.0,0.0
cymri4,0.0,0.916666666667,0.0,0.166666666667
Cynara,0.0,0.0,0.0,0.0
cyndessa,0.571428571429,0.571428571429,0.428571428571,0.571428571429
cynicalcindy,0.0,0.0,0.0,0.0
cynthiadlst44,0.0,0.0,0.0,0.0
cynthiad,0.0,0.0,0.0,0.0
cynthia,0.0,0.0,0.0,0.0
cyoder78,0.0,0.0,0.0,0.0
cyoung5,0.0,0.5,0.0,0.5
cyprusxr3,0.0,0.0,0.0,0.0
cyrano33,0.722222222222,0.472222222222,0.222222222222,0.916666666667
cyrii42,1.0,0.909090909091,1.0,1.0
Cyroceon,0.0,0.0,0.0,0.0
cyrustajer85,0.0,0.0,0.0,0.0
cyrus,0.0,0.0,0.0,0.0
cys231,0.0,0.0,0.0,0.0
cytoplasm,1.0,1.0,1.0,1.0
Cytrain,0.0,0.0,0.0,0.0
cywang,0.0,0.0,0.0,0.0
cywilliams,0.384615384615,0.346153846154,0.5,0.884615384615
cyzip,0.0,0.0,0.0,0.0
cz15,0.0,0.0,0.0,0.0
czarina,0.0,0.0,0.666666666667,1.0
czechy3,0.666666666667,0.666666666667,0.0,1.0
czekajecierpliwie,0.0,0.0,0.0,0.0
czenisek,0.0,0.0,0.0,0.666666666667
czimmermann,0.875,1.0,0.625,1.0
czk2001,0.166666666667,0.166666666667,0.0,0.166666666667
czmona,0.0,0.0,0.0,0.0
czr007,0.0,0.142857142857,0.0,0.714285714286
c_mcgrath,0.0,0.0,0.0,0.0
D-Fo,0.636363636364,1.0,0.727272727273,1.0
d-mly,0.0,0.0,0.0,0.0
d-rock,0.714285714286,1.0,0.357142857143,1.0
d-t-dc,0.0,0.125,0.0,0.875
d00rman,0.0,0.0,0.0,0.0
d070033,0.0,0.0,0.0,0.0
D1026,1.0,1.0,1.0,1.0
d1115,0.0,0.0,0.0,0.0
d123,1.0,1.0,0.0,1.0
d1986s,0.0,0.0,0.0,0.0
d1991,0.0,0.0,0.0,0.0
D1Goddezz,0.0,1.0,0.0,1.0
d2001,0.0,0.0,0.0,0.0
D211dreame,0.0,0.0,0.0,0.0
d2120,0.0,1.0,0.0,1.0
d2kim,0.0,0.0,0.0,0.0
d2mor,0.0,0.0,0.0,0.0
d34dw4rd,0.0,0.0,0.0,0.0
d34u0uluek34u9jpvr,0.0,0.769230769231,0.0,1.0
d3b4s3r,1.0,0.888888888889,1.0,1.0
d3sperado,0.0,0.0,0.0,0.0
D59Kanaka,0.625,0.5625,0.0625,0.9375
d88,0.0,0.0,0.0,0.0
d8n,1.0,0.5,1.0,1.0
d90024,1.0,1.0,1.0,1.0
d90,1.0,0.0,1.0,1.0
d922726,0.0,0.0,0.0,0.0
d9233k,0.0,0.0,0.0,0.0
d9rubin,0.0,0.0,0.0,0.0
d@n,0.0,0.0,0.0,0.0
da12345,0.0,0.0,0.0,0.0
da17,0.0,1.0,0.2,1.0
Da1stLady,0.0,0.0,0.0,0.0
da2conan,0.0,0.0,0.0,0.0
daagermy1,0.818181818182,0.818181818182,1.0,1.0
daalsara,0.0,0.0,0.0,0.0
Daaltaraan,0.0,0.0,0.0,0.0
daawilli,0.0,0.0,0.0,0.0
dab06d,0.125,0.375,0.0,1.0
dab70,1.0,1.0,1.0,1.0
DaBabaganoush,0.625,0.875,0.875,1.0
dabby,0.888888888889,1.0,0.388888888889,1.0
dabear89,1.0,1.0,1.0,1.0
dabears,0.0,0.0,0.0,0.0
dabeeda91,0.0,0.0,0.0,0.0
dabenedi,0.933333333333,0.733333333333,1.0,1.0
dabenger,0.0,0.0,0.0,0.0
dabiel,0.0,0.0,0.0,0.0
dabigv12,0.0,0.0,0.0,0.0
dabinks,0.0,0.875,1.0,1.0
dablakhole,0.0,0.0,0.0,0.0
DaBoo,0.166666666667,0.166666666667,0.0,0.0
DaBrooklynKid,1.0,1.0,0.0,1.0
dabrothaman,0.75,0.75,1.0,1.0
dabruin,0.0,0.0,0.0,0.0
Dabs93,0.0,0.0,0.0,0.0
daburrel,0.0,0.727272727273,0.0,1.0
dachillchick,0.461538461538,0.615384615385,0.461538461538,0.615384615385
DaciaG,0.0,0.0,0.0,0.0
dacidy,0.0,0.0,0.0,0.0
dacoop11,0.0,0.166666666667,0.0,1.0
dacubbage,0.0,0.0,0.0,0.0
dad529,0.0,0.0,0.0,0.0
dadadadadada,1.0,0.916666666667,1.0,1.0
dadakitty,0.5,1.0,0.0,1.0
DaDa,0.0,0.0,0.0,0.0
daddyfatsacks,0.555555555556,0.555555555556,0.0,1.0
DaddyIcy,0.0,0.666666666667,0.333333333333,1.0
daddylawbux,0.0,0.0,0.0,0.0
DaddyofTwo,0.0,0.5,0.0,0.0
daddy,0.25,0.75,0.0,0.0
dadeb2,1.0,0.25,1.0,1.0
dadpitalism,0.0,0.0,0.0,0.0
Dadric,0.882352941176,0.882352941176,0.0588235294118,1.0
daedalus,0.615384615385,0.0,0.0,0.230769230769
daedelusrex,0.0,0.5,0.0,0.5
daemonsan,0.285714285714,0.428571428571,0.357142857143,0.714285714286
DaEsquire,0.0,0.0,0.0,0.0
dae,0.0,0.0,0.0,0.0
dafatha00,0.0,0.0,0.0,0.0
Daffodil,1.0,0.6,1.0,1.0
daftpunkxl,0.0,0.0,0.0,0.0
dafulv,0.0,0.0,0.0,0.0
dag16,0.0,0.0,0.0,0.0
dag2100,0.0,0.666666666667,1.0,0.0
dag21,0.0,0.0,0.0,0.0
dag234tbg,0.125,0.375,0.0,0.375
dag582,0.727272727273,0.909090909091,0.0,0.909090909091
dagger,1.0,0.933333333333,1.0,1.0
dagmar,0.0,0.0,0.4,0.6
Dagny26,0.0,0.0,0.0,0.0
DagnyRoark,0.454545454545,0.727272727273,0.454545454545,1.0
DagnyTaggart,0.142857142857,0.0,0.285714285714,0.428571428571
dagobahdweller,1.0,1.0,0.5,1.0
dagogoa,0.0,0.0,0.0,0.0
dagomuscles,0.0,0.0,0.0,0.0
Dagonyat,0.0,0.0,0.4,0.4
dagoose12,0.0,0.0,0.0,0.0
dagostml,0.0,0.0,0.0,0.0
dago,0.0,0.0,0.0,0.0
dah85,0.0,0.0,0.0,0.0
dahan,0.0,0.0,0.0,0.0
dahatherley,0.0,0.25,0.0,0.25
dahawaii,0.0,0.0434782608696,0.0,0.0
daherman81,0.0,0.0,0.0,0.0
dahldawg,0.0,0.0,0.0,0.0
dahlia1991,0.0,0.0,0.0,0.0
dahlia5365,0.857142857143,1.0,1.0,1.0
dahrn,0.0,0.625,0.0,0.0
daico,1.0,1.0,0.888888888889,1.0
daidaniu,0.916666666667,0.75,0.0,1.0
Daigakuinsei,0.0,1.0,0.0,0.0
daigang,0.0,0.0,0.0,0.0
daikikun,0.714285714286,0.571428571429,0.857142857143,1.0
daiku,0.0,0.0,0.0,0.0
dailydelight,0.857142857143,1.0,1.0,1.0
dailygrind,1.0,1.0,0.25,0.0
dailykosak,0.0,0.0,0.0,0.0
Dailyshowfan,0.777777777778,0.888888888889,0.111111111111,0.444444444444
dainguyen,0.0,0.0,0.0,0.0
dairyman,0.0,0.0,0.0,0.0
daisi224,0.0,0.0,0.0,0.0
daisies213,1.0,0.857142857143,0.0,0.0
daisy00510,0.0,0.7,0.0,1.0
daisy0920,0.0,0.0,0.0,0.0
Daisy84078,0.0,0.0,0.0,0.0
daisyb211,1.0,1.0,0.1,1.0
daisyb99,0.954545454545,1.0,0.0,1.0
daisyb,0.0,0.0,0.0,0.0
daisydai,0.0,0.0,0.0,0.0
daisyduck,0.875,0.8125,0.8125,1.0
daisygirl,0.333333333333,0.0,0.333333333333,0.333333333333
daisygril,0.971428571429,0.914285714286,1.0,1.0
daisymonkey,0.0,0.0,0.0,0.0
daisyridley,0.0,0.0,0.0,0.0
daisyrita,0.1,0.0,0.1,0.1
Daisysmom,0.0,0.0,0.0,0.0
daisy,0.0,0.0,0.0,0.0
daito,0.0,0.0,0.181818181818,0.181818181818
Daivari516,0.0,0.2,0.0,0.0
daizie45,0.0,0.0,0.0,0.0
daizy3125,0.0,0.0,0.0,0.0
dai,1.0,1.0,1.0,1.0
daj571,0.0,0.0,0.0,0.0
daj57,0.0,0.0,0.0,0.0
dajkelly13,0.0,0.0,0.0,0.0
dak616,0.0,0.0,0.0,0.0
dakatz,0.0,0.0,0.0,0.0
dakid1,0.0,0.0,0.0,0.0
dakid,0.0,0.0,0.0,0.0
dakini,0.384615384615,0.692307692308,0.0769230769231,0.0
dakinmurele,0.0,0.0,0.0,0.0
dakirri,0.0,0.0,0.0,0.0
dakota2k,0.0,0.0,0.0,0.0
dakota4,0.625,0.125,0.0,0.875
dakotaparish,0.0,1.0,0.0,1.0
dakota,1.0,0.0,0.0,1.0
dakumar,0.0,0.0,0.0,0.0
dal79,1.0,1.0,0.0,0.0
dalaimo13,0.0,0.0,0.0,0.0
dalancas,1.0,1.0,1.0,1.0
DaleCooper,1.0,1.0,1.0,1.0
dalejensen,0.0,0.0,0.0,0.0
dalek,0.0,0.0,0.0,0.0
dalevy,0.714285714286,0.928571428571,0.0,0.0714285714286
Dalewest110,0.0,0.0,0.0,0.0
dalford2k,0.0,0.0,0.0,0.0
dalilamahimself,0.0,0.0,0.0,1.0
dalkareez,0.0,0.0,0.0,0.0
dallas12453,0.0,0.0,0.0,0.0
dallas3314,0.166666666667,0.833333333333,0.166666666667,0.166666666667
dallas4smu,0.0,0.0,0.0,0.0
dallasandersen,0.0,0.5,0.75,0.75
dallasCarla,1.0,1.0,0.0,1.0
dallasc,0.0,0.0,0.0,0.0
dallasdean,0.0,0.0,0.0,0.0
DallasLawBoy,0.222222222222,0.037037037037,0.185185185185,0.703703703704
dallaslily,0.0,0.0,0.0,0.0
dallasrounder,0.0,0.0,0.0,0.0
dalmatia,0.4,1.0,0.6,1.0
Dalouse,0.0,0.0,0.0,0.0
DaltonVolunteer,0.0,0.3,0.0,0.7
DaltonVol,0.0,0.0,0.0,0.0
daly4889,0.0,0.0,0.0,0.0
damacj1,0.0,0.0,0.0,0.0
damanjeff,0.0,0.0,0.0,0.0
damanpt,0.0,0.0,0.0,0.0
damaodamao,0.0,0.0,0.0,0.0
damascus,0.0,0.923076923077,0.0,0.0
damaz2k2,0.0,0.0,0.0,0.0
damberson,0.0,0.0,0.0,0.0
dambi,0.0,0.0,0.0,0.0
damcgee,0.0,0.166666666667,0.0,0.0
damcla,0.0,0.0,0.0,0.0
dameanor522,0.0,0.0,0.0,0.0
damianwilliams,0.0,0.0,0.0,0.0
Damian,1.0,0.75,1.0,1.0
damie305,0.0,0.0,0.0,0.0
damienrichter,0.0,1.0,0.0,1.0
damientancredi,0.0,0.5,0.0,1.0
damjand,0.733333333333,0.866666666667,0.0,0.533333333333
damndavey,0.0,0.0,0.0,0.0
damola85,0.0,0.0,0.0,0.0
damoncorbin,0.0,0.0,0.0,0.0
damone5000,0.0,0.0,0.0,0.0
damoni2002,0.0,0.0,0.0,0.0
Damon,0.0,0.0,0.0,0.0
damore7478,0.0,0.0,0.0,0.0
damurgood,0.0,0.448275862069,0.0,1.0
Damyr,0.909090909091,1.0,1.0,1.0
damzie,0.0,0.0,0.0,0.0
Dan0504,0.0,0.0,0.0,0.0
dan1023,0.0,0.0,0.0,0.0
dan1085,0.0,0.0,0.0,0.0
dan12345,0.0,0.0,0.0,0.0
dan131,0.0,0.0,0.0,0.0
dan24ou,0.0,0.0,0.0,0.0
dan55v,0.0,1.0,0.0,1.0
dan6969,0.0,0.0,0.0,0.0
Dan926,0.0,0.0,0.0,0.0
dan967,0.0,0.0,0.0,0.0
dana1287,0.0,0.5,0.0,1.0
dana22dc,0.0,0.0,0.0,0.0
dana821,0.0,0.0,0.0,0.0
danabev,1.0,0.909090909091,1.0,1.0
danad8416,1.0,0.0,1.0,1.0
danalauren,0.0,0.0,0.0,0.0
Danalonso3,0.0,0.0,0.0,0.0
dananana,0.0,0.0,0.0,0.0
dananb,1.0,0.666666666667,1.0,1.0
DanaTX,0.0,0.0,0.0,1.0
danawhiteufc,0.0,0.0,0.0,0.0
dana,0.0,0.0,0.0,0.0
danb3,0.5,0.5,0.5,0.5
DanbeeY,0.6,0.6,0.8,1.0
danberbro,0.0,0.0,0.0,0.0
Danblauser,0.0,0.0,0.0,0.0
Danbo157,0.0,0.0,0.0,0.0
danbolt,0.0,0.0,0.0,0.0
danbtaylor,0.0,0.0,0.0,0.0
dancebabe2489,0.0,0.0,0.0,0.0
dancedance10,0.0,0.0,0.0,0.0
dancedance11,0.777777777778,0.666666666667,1.0,1.0
DanceDrier,0.0,0.0,0.0,0.0
Dancelovr84,0.0,0.0,0.0,0.0
danceon2,0.0,0.0,0.0,0.0
dancer314,0.0,0.0,0.0,0.0
dancer330,0.0,0.0,0.0,0.0
Dancers1126,1.0,1.0,1.0,1.0
dancetime,0.0,0.181818181818,0.0,0.0
dancewithme407,0.0,0.0,0.0,0.0
danchingshiva,0.0,0.0,0.0,0.0666666666667
DancinFeefs,0.0,0.0,0.0,0.0
dancingbear34,0.583333333333,0.416666666667,0.666666666667,1.0
dancingchic92,0.0,0.0,0.0,0.0
dancinglawyer,0.333333333333,0.222222222222,0.0,0.333333333333
dancingthrulife,0.0,0.0,0.0,0.0
dancrgrluf,0.0,0.0,0.0,0.0
dancurtis56,0.0,0.0,0.0,0.0
danders,0.0,0.0,0.0,0.0
dandlewood,0.0,0.25,0.0,0.9375
dandoe123,0.0,0.0,0.0,0.0
DandyAndy,1.0,0.833333333333,1.0,1.0
Dane987,0.0,0.0,0.0,0.0
danelosis,0.0,0.2,0.0,0.0
daner02,0.0,0.0,0.0,0.0
DanFielding,0.642857142857,1.0,0.642857142857,0.642857142857
DangerDanger,0.0,0.0,0.0,1.0
dangerousd,0.0,0.857142857143,0.0,0.0
dangerous,0.0,0.0,0.0,0.0
dangerpirate,0.0,0.0,0.0,0.0
danglingparticipant,0.692307692308,0.692307692308,0.615384615385,1.0
dangpeterrr,0.0,0.0,0.0,0.0
dangut,0.0,0.0,0.0,0.0
danhayes9009,0.0,0.0,0.0,0.0
danhchoi,0.0,0.0,0.0,0.0
DanHittite,0.5,0.8,0.2,0.5
danhou,0.0,0.0,0.0,0.0
dani83,0.875,0.8125,0.0,0.875
daniandnathan,0.0,0.0,0.0,0.0
daniaud,0.0,0.0,0.0,0.0
DaniColo,0.0,0.0,0.0,0.0
danidancer,0.0,0.0,0.0,0.0
danie119,0.0,0.0,0.0,0.0
daniel1113,0.0,0.0,0.0,0.0
Daniel121192,0.0,0.0,0.0,0.0
daniel3981,0.0,0.0,0.0,0.0
daniel5126,0.44,0.48,0.12,0.28
daniel5215,0.0,0.0,0.0,1.0
Daniel84020,0.0,0.52380952381,0.0,1.0
DanielaSunday,0.0,0.0,0.0,0.0
Daniela,0.0,0.0,0.0,0.0
DanielBStern,0.0,0.0,0.0,0.0
danielbuller,0.0,0.0,0.0,0.0
DanielCA,0.0,0.0,0.0,0.0
danieldu,0.0,0.0,0.0,0.0
danielfgator,0.0,0.0,0.0,0.0
danielfstrunk,0.0,0.0,0.0,0.0
danielgude,1.0,1.0,1.0,1.0
danielguerra,0.0,0.0,0.0,0.0
danieljmh,0.0,0.0,0.0,0.0
danieljromine,0.0,0.0,0.0,0.0
danielle0618,0.0,0.0,0.0,0.0
danielle7,0.0,0.0,0.0,0.0
danielle813fl,0.0,0.0,0.0,0.0
Danielle83,0.6,0.7,0.0,0.7
danielledefrance,0.857142857143,0.142857142857,0.0,0.0
daniellei620,0.0,0.0,0.0,0.0
daniellejgier,0.0,0.0,0.0,0.0
Danielleloveburks,0.0,0.0,0.0,0.0
DanielleM04,0.0,0.0,0.0,0.0
DanielleTex,0.0,0.0,0.0,0.0
Danielley,0.0,0.0,0.0,0.0
Danielle,0.0,0.0,0.0,0.0
danielp,0.0,0.0,0.0,0.0
danielq2w3e,0.0,0.0,0.0,0.0
daniels597,0.0,0.0,0.0,0.0
danielsanchez,0.0,0.0,0.0,0.0
danieltall,0.0,0.0,0.0,0.0
danielu,0.0,0.0,0.4,0.0
danielwayne206,0.0,0.0,0.0,0.0
danielwc17,0.0,0.0,0.0,0.0
danielweiskopf,0.0,0.0,0.0,0.0
daniel,0.0,0.0,0.0,0.0
danie,0.0,0.0,0.0,0.0
danig6484,0.0,0.0,0.0,0.0
danihani,0.0,0.0,0.0,0.0
danikapatrick,1.0,1.0,1.0,1.0
danilo-jus,0.0,0.0,0.0,0.0
danilo,0.0,0.0,0.0,0.0
danimal13,0.0,0.0,0.0,0.0
danimal1440,0.533333333333,0.666666666667,0.0,0.666666666667
Danimalistic,0.153846153846,1.0,0.0,1.0
danimmel,0.0,0.0,0.0,0.0
danimurd,0.333333333333,0.333333333333,0.166666666667,1.0
daninalionsden,0.916666666667,1.0,0.833333333333,0.25
daninreallife,0.0,0.0,0.0,0.0
Danita10,0.0,0.5,0.0,1.0
DanJames,0.0,0.0,0.0,0.0
dank2484,0.0,0.0,0.0,0.0
dank4284,0.0,0.0,0.0,0.0
DanKalbacher,0.0,0.0,0.0,0.0
dankiehl,0.0,0.0,0.0,0.0
dankosaur,0.7,0.4,1.0,1.0
DankPete,0.0,0.0,0.0,0.0
danks231,0.5,0.75,0.5,0.5
dankus,0.0,0.0,0.0,0.0
DANL721,0.0,0.0,0.0,0.0
Danman215,0.0,0.0,0.0,0.0
danmarie,1.0,1.0,1.0,1.0
DanMazzone,0.0,0.0,0.0,0.0
danmcdon,0.0,0.0,0.0,0.0
danmcd,0.0,0.0,0.0,0.0
danner,0.0,0.0,0.0,0.0
Dannielle,0.0,0.0,0.0,0.0
Danni,0.0,0.0,0.0,0.0
DannLennon,0.0,0.0,0.0,0.0
danno51,1.0,1.0,1.0,1.0
dannovi,0.0,0.0,0.0,0.0
danno,0.0,0.0,0.0,0.0
danny17,0.0,0.0,0.0,0.0
danny2318,1.0,1.0,1.0,1.0
Danny47,0.0,0.0,0.0,0.0
dannyainge2k,0.0,0.0,0.0,0.0
dannybear,0.0,0.0,0.0,0.0625
dannyboy,1.0,0.8,1.0,1.0
dannyc2499,0.0,0.0,0.0,0.0
DannyCrane,0.0,0.0,0.0,0.0
dannyh,0.0,0.0,0.0,0.0
DannyJames,0.714285714286,0.857142857143,0.857142857143,1.0
dannyjunior,0.0,0.0,0.0,0.0
dannyman,0.0,0.0,0.0,0.0
DannyM,0.9,0.4,0.0,1.0
dannynoonan87,0.307692307692,1.0,0.307692307692,1.0
dannynoonan,0.0,0.0,0.0,0.0
Dannyo01,0.0,0.0,0.0,0.0
dannyo,0.0,0.0,0.0,0.0
dannyrhino,0.6,0.8,0.5,0.2
dannyschmitz2005,0.0,0.0,0.0,0.0
dannysf76,0.2,0.0,0.0,0.2
dannywanny,0.0,0.0,0.0,0.0
dannywon,0.0,0.0,0.0,0.0
danny,0.0,0.0,0.0,0.0
danogbeide,0.954545454545,0.954545454545,0.954545454545,0.954545454545
danomano,0.0,0.0,0.0,0.0
Danorthboy2294,0.0,0.0,0.0,0.0
danpass12,0.0,0.0,0.0,0.0
danping,0.0,0.0,0.0,0.0
danr2040,0.0,0.0,0.0,0.0
danrather,0.0,0.0,0.0,0.0
DanRatter,1.0,0.0,0.0,0.0
danrepublic1,0.0,0.0,0.0,0.0
danrocksout,0.923076923077,0.846153846154,1.0,1.0
danroksout,0.0,0.0,0.0,0.0
danr,0.0,0.0,0.0,0.0
dansdave,0.0,0.0,0.0,0.0
danse,0.0,0.0,0.0,0.0
Danshaku1887,0.0,0.0,0.0,0.0
danshi01,0.0,0.0,0.0,0.0
DanSimon,0.0,0.0,0.0,0.0
dansmith53,0.0,0.777777777778,0.0,1.0
Dansthe3rd,0.0,0.0,0.0,0.0
Danstheman,0.0,0.0588235294118,0.0,0.0
Dante08,1.0,1.0,1.0,1.0
dante1992,0.0,0.0,0.0,0.0
dante2009,0.0,0.333333333333,0.0,1.0
dante543,1.0,0.692307692308,1.0,1.0
dantebronte,0.0,0.0,0.0,0.0
DanteDiablo,0.0,0.0,0.0,0.0
DanteHicks,0.0,0.0,0.0,0.0
Dantenic1,0.0,0.0,0.0,0.0
Danteshek,0.9,0.9,0.0,0.0
DanteWest,0.0,0.0,0.0,0.0
dante,0.0526315789474,1.0,0.105263157895,0.947368421053
danthejewbat,0.0,0.0,0.0,0.0
Dantheman2020,0.0,0.0,0.0,0.0
DanTheMan79,0.0,0.0,0.0,0.0
dantheman82,0.0,0.0,0.0,0.0
DantheManAU,0.0,0.461538461538,0.769230769231,1.0
danthemanx07,0.666666666667,0.166666666667,0.5,0.833333333333
dantheman,0.0,0.0,0.0,0.0
Dantimreynolds,0.0,0.0,0.0,0.0
danton,0.0,0.0,0.0,0.0
danucsb,0.75,1.0,0.0,0.0
danumbas,0.0,0.0,0.0,0.0
danutza23,0.0,0.0,0.0,0.0
danvichgs,1.0,1.0,1.0,1.0
danwilliams111,0.0,0.0,0.0,0.0
Danyal,0.0,0.0,0.0,0.0
Danya,0.944444444444,1.0,1.0,1.0
danyeates,0.666666666667,0.444444444444,0.222222222222,0.222222222222
Danyell,0.0,0.0,0.0,0.0
Danyoung34,0.0,0.0,0.0,0.0
Dany,1.0,0.666666666667,1.0,1.0
danz92,0.0,0.285714285714,0.0,0.0
Danzors,0.0,0.0,0.0,0.0
dan,0.0,0.0,0.0,0.0
dao2day,0.125,0.375,0.0,0.25
daoist,1.0,0.875,1.0,1.0
daoroad,0.0,0.0,0.0,0.0
Dapapolo1,0.0,0.0,0.0,0.0
DaPharaoh06,0.0,0.0,0.0,0.0
daphatwun,0.0,0.0,0.0,0.0
daphne123,0.0,0.333333333333,0.333333333333,1.0
Daphne28,0.0,0.0,0.0,0.0
dapilato,0.0,0.0,0.0,0.0
dapokerninja,1.0,0.571428571429,0.142857142857,1.0
dapperdan75,1.0,1.0,1.0,1.0
dapper,0.8,1.0,1.0,1.0
dapre,1.0,1.0,1.0,1.0
dapunked,0.0,0.785714285714,0.0,0.0
dar001,0.0,0.0,0.0,0.0
daraml,0.0,0.0,0.0,0.0
darby,0.0,0.0,0.0,0.0
darcyfsmith,0.0,0.0,0.0,0.0
Darcy,0.0,0.0,0.0,0.0
dardizzle,0.0,0.0,0.0,0.0
dare2dream,0.0454545454545,1.0,0.0,1.0
darealk,0.0,0.0,0.0,0.0
darecallit,0.0,0.0,0.0,0.0
daregister,0.0882352941176,0.176470588235,0.0294117647059,1.0
darej07,0.0454545454545,0.727272727273,0.0,1.0
darestar,0.0,0.0,0.0,0.0
dariab,0.0,1.0,0.0,0.0
daria,0.0,0.0,0.0,0.0
darinmcgill,0.0,0.0,0.0,0.0
Darinnu,0.0,0.0,0.0,0.0
darinwmoore,0.0,0.0,0.0,0.0
darite2dude,0.0,0.0,0.0,0.0
dariusd,1.0,0.923076923077,1.0,1.0
darius,0.0,0.0,0.0,0.0
darkangelofmusic,0.0,0.0,0.0,0.0
darkatillam2,1.0,0.625,1.0,1.0
darkchocolate,0.333333333333,0.666666666667,0.0,0.333333333333
darkestgalaxy,0.0,0.0,0.0,0.0
darkflag,0.25,0.25,0.0,0.0
darkgrayclouds,0.0,0.545454545455,0.0,1.0
darkgreeneyes,0.111111111111,0.0,0.0,0.111111111111
DARKHORSE,0.0,0.0,0.0,0.0
darkhouse98888,0.153846153846,0.846153846154,0.0769230769231,1.0
darkjak777,0.0,0.0,0.0,0.0
darkjuno,0.0,0.0,0.0,0.0
darkknightv,0.652173913043,0.478260869565,0.739130434783,1.0
DarkKnight,0.727272727273,0.272727272727,1.0,1.0
Darklaundry,0.0,0.0,0.0,0.0
