University of Mississippi,"$23,554 (out-of-state), $8,290 (in-state)","19,213",2.1,,
"University, MS",,,,,
 #162 in Engineering Programs (doctorate) (tie),,,,,
University of Texas--El Paso,"$21,396 (out-of-state), $7,651 (in-state)","20,521",2.1,,
"El Paso, TX",,,,,
 #162 in Engineering Programs (doctorate) (tie),,,,,
University of Texas--San Antonio,"$23,379 (out-of-state), $9,380 (in-state)","24,724",2.1,,
"San Antonio, TX",,,,,
 #162 in Engineering Programs (doctorate) (tie),,,,,
,,,,,
University of Toledo,"$18,578 (out-of-state), $9,240 (in-state)","16,247",2.1,,
"Toledo, OH",,,,,
 #162 in Engineering Programs (doctorate) (tie),,,,,
Alfred University,"$32,264 ","1,815",2,,
"Alfred, NY",,,,,
 #177 in Engineering Programs (doctorate) (tie),,,,,
The Catholic University of America,"$44,060 ","3,241",2,,
"Washington, DC",,,,,
 #177 in Engineering Programs (doctorate) (tie),,,,,
Lawrence Technological University,"$32,130 ","2,164",2,,
"Southfield, MI",,,,,
 #177 in Engineering Programs (doctorate) (tie),,,,,
North Dakota State University,"$20,571 (out-of-state), $9,409 (in-state)","12,010",2,,
"Fargo, ND",,,,,
 #177 in Engineering Programs (doctorate) (tie),,,,,
,,,,,
Southern Illinois University--Carbondale,"$13,936 (out-of-state), $13,936 (in-state)","12,182",2,,
"Carbondale, IL",,,,,
 #177 in Engineering Programs (doctorate) (tie),,,,,
SUNY College of Environmental Science and Forestry,"$18,090 (out-of-state), $8,240 (in-state)","1,755",2,,
"Syracuse, NY",,,,,
 #177 in Engineering Programs (doctorate) (tie),,,,,
University of Arkansas--Little Rock,"$19,797 (out-of-state), $8,401 (in-state)","9,374",2,,
"Little Rock, AR",,,,,
 #177 in Engineering Programs (doctorate) (tie),,,,,
University of Denver,"$48,669 ","5,754",2,,
"Denver, CO",,,,,
 #177 in Engineering Programs (doctorate) (tie),,,,,
Florida Atlantic University,"$21,595 (out-of-state), $6,039 (in-state)","25,402",N/A,,
"Boca Raton, FL",,,,,
 #162-#205 in Engineering Programs (doctorate),,,,,
,,,,,
Jackson State University,"$17,614 (out-of-state), $7,261 (in-state)","7,492",N/A,,
"Jackson, MS",,,,,
 #162-#205 in Engineering Programs (doctorate),,,,,
Lamar University,"$22,561 (out-of-state), $10,111 (in-state)","9,326",N/A,,
"Beaumont, TX",,,,,
 #162-#205 in Engineering Programs (doctorate),,,,,
Morgan State University,"$17,833 (out-of-state), $7,767 (in-state)","6,362",N/A,,
"Baltimore, MD",,,,,
 #162-#205 in Engineering Programs (doctorate),,,,,
Oakland University,"$24,735 (out-of-state), $13,406 (in-state)","16,568",N/A,,
"Rochester, MI",,,,,
 #162-#205 in Engineering Programs (doctorate),,,,,
Philadelphia University,"$39,130 ","2,681",N/A,,
"Philadelphia, PA",,,,,
 #162-#205 in Engineering Programs (doctorate),,,,,
,,,,,
Prairie View A&M University,"$10,059 (out-of-state), $10,059 (in-state)","7,455",N/A,,
"Prairie View, TX",,,,,
 #162-#205 in Engineering Programs (doctorate),,,,,
South Dakota State University,"$11,403 (out-of-state), $8,172 (in-state)","10,959",N/A,,
"Brookings, SD",,,,,
 #162-#205 in Engineering Programs (doctorate),,,,,
Tennessee State University,"$20,178 (out-of-state), $7,458 (in-state)","7,007",N/A,,
"Nashville, TN",,,,,
 #162-#205 in Engineering Programs (doctorate),,,,,
Texas A&M University--Kingsville,"$20,912 (out-of-state), $8,462 (in-state)","6,811",N/A,,
"Kingsville, TX",,,,,
 #162-#205 in Engineering Programs (doctorate),,,,,
Texas State University,"$23,071 (out-of-state), $10,621 (in-state)","34,244",N/A,,
"San Marcos, TX",,,,,
 #162-#205 in Engineering Programs (doctorate),,,,,
,,,,,
Tuskegee University 1,"$22,235 ",N/A,N/A,,
"Tuskegee, AL",,,,,
 #162-#205 in Engineering Programs (doctorate),,,,,
University of Bridgeport,"$32,250 ","2,941",N/A,,
"Bridgeport, CT",,,,,
 #162-#205 in Engineering Programs (doctorate),,,,,
University of Detroit Mercy,"$41,158 ","2,646",N/A,,
"Detroit, MI",,,,,
 #162-#205 in Engineering Programs (doctorate),,,,,
University of Louisiana--Lafayette,"$23,074 (out-of-state), $9,346 (in-state)","15,998",N/A,,
"Lafayette, LA",,,,,
 #162-#205 in Engineering Programs (doctorate),,,,,
University of Missouri--Kansas City,"$25,999 (out-of-state), $9,734 (in-state)","11,708",N/A,,
"Kansas City, MO",,,,,
 #162-#205 in Engineering Programs (doctorate),,,,,
,,,,,
University of New Orleans,"$13,530 (out-of-state), $8,694 (in-state)","6,442",N/A,,
"New Orleans, LA",,,,,
 #162-#205 in Engineering Programs (doctorate),,,,,
University of North Dakota,"$21,462 (out-of-state), $9,862 (in-state)","11,255",N/A,,
"Grand Forks, ND",,,,,
 #162-#205 in Engineering Programs (doctorate),,,,,
University of North Texas,"$23,716 (out-of-state), $10,906 (in-state)","31,209",N/A,,
"Denton, TX",,,,,
 #162-#205 in Engineering Programs (doctorate),,,,,
University of Tennessee--Chattanooga,"$24,662 (out-of-state), $8,544 (in-state)","10,170",N/A,,
"Chattanooga, TN",,,,,
 #162-#205 in Engineering Programs (doctorate),,,,,
Western Michigan University,"$14,699 (out-of-state), $11,943 (in-state)","18,313",N/A,,
"Kalamazoo, MI",,,,,
 #162-#205 in Engineering Programs (doctorate),,,,,
