University of Texas--Rio Grande Valley,"$17,230 (out-of-state), $7,438 (in-state)","24,433",2.1,,
"Edinburg, TX",,,,,
 #169 in Engineering Programs (no doctorate) (tie),,,,,
University of West Florida,"$18,628 (out-of-state), $6,360 (in-state)","10,082",2.1,,
"Pensacola, FL",,,,,
 #169 in Engineering Programs (no doctorate) (tie),,,,,
Utah Valley University,"$16,066 (out-of-state), $5,652 (in-state)","34,706",2.1,,
"Orem, UT",,,,,
 #169 in Engineering Programs (no doctorate) (tie),,,,,
Western Illinois University,"$11,267 (out-of-state), $11,267 (in-state)","8,543",2.1,,
"Macomb, IL",,,,,
 #169 in Engineering Programs (no doctorate) (tie),,,,,
,,,,,
West Texas A&M University,"$9,418 (out-of-state), $7,557 (in-state)","7,389",2.1,,
"Canyon, TX",,,,,
 #169 in Engineering Programs (no doctorate) (tie),,,,,
Wilkes University,"$34,896 ","2,561",2.1,,
"Wilkes-Barre, PA",,,,,
 #169 in Engineering Programs (no doctorate) (tie),,,,,
Harding University,"$19,190 ","4,419",2,,
"Searcy, AR",,,,,
 #183 in Engineering Programs (no doctorate) (tie),,,,,
Midwestern State University,"$10,435 (out-of-state), $8,484 (in-state)","5,319",2,,
"Wichita Falls, TX",,,,,
 #183 in Engineering Programs (no doctorate) (tie),,,,,
Muskingum University,"$27,812 ","1,575",2,,
"New Concord, OH",,,,,
 #183 in Engineering Programs (no doctorate) (tie),,,,,
,,,,,
Oral Roberts University,"$26,792 ","3,288",2,,
"Tulsa, OK",,,,,
 #183 in Engineering Programs (no doctorate) (tie),,,,,
Suffolk University,"$37,270 ","5,290",2,,
"Boston, MA",,,,,
 #183 in Engineering Programs (no doctorate) (tie),,,,,
Tarleton State University,"$20,886 (out-of-state), $8,903 (in-state)","11,463",2,,
"Stephenville, TX",,,,,
 #183 in Engineering Programs (no doctorate) (tie),,,,,
University of the District of Columbia,"$12,952 (out-of-state), $6,616 (in-state)","3,950",2,,
"Washington, DC",,,,,
 #183 in Engineering Programs (no doctorate) (tie),,,,,
University of Virginia--Wise,"$26,385 (out-of-state), $9,759 (in-state)","2,221",2,,
"Wise, VA",,,,,
 #183 in Engineering Programs (no doctorate) (tie),,,,,
,,,,,
Vaughn College of Aeronautics and Technology,"$24,777 ","1,540",2,,
"Flushing, NY",,,,,
 #183 in Engineering Programs (no doctorate) (tie),,,,,
Andrews University,"$28,436 ","1,688",N/A,,
"Berrien Springs, MI",,,,,
 #169-#200 in Engineering Programs (no doctorate),,,,,
Baker College of Flint 1,"$9,000 ",N/A,N/A,,
"Flint, MI",,,,,
 #169-#200 in Engineering Programs (no doctorate),,,,,
Benedictine College,"$28,480 ","2,249",N/A,,
"Atchison, KS",,,,,
 #169-#200 in Engineering Programs (no doctorate),,,,,
Central State University,"$8,096 (out-of-state), $6,246 (in-state)","1,729",N/A,,
"Wilberforce, OH",,,,,
 #169-#200 in Engineering Programs (no doctorate),,,,,
,,,,,
Christopher Newport University,"$25,450 (out-of-state), $13,654 (in-state)","4,930",N/A,,
"Newport News, VA",,,,,
 #169-#200 in Engineering Programs (no doctorate),,,,,
Loras College,"$32,886 ","1,463",N/A,,
"Dubuque, IA",,,,,
 #169-#200 in Engineering Programs (no doctorate),,,,,
South Carolina State University,"$20,500 (out-of-state), $10,420 (in-state)","2,529",N/A,,
"Orangeburg, SC",,,,,
 #169-#200 in Engineering Programs (no doctorate),,,,,
Southern University and A&M College,"$19,332 (out-of-state), $9,332 (in-state)","5,347",N/A,,
"Baton Rouge, LA",,,,,
 #169-#200 in Engineering Programs (no doctorate),,,,,
Sweet Briar College,"$37,155 ",365,N/A,,
"Sweet Briar, VA",,,,,
 #169-#200 in Engineering Programs (no doctorate),,,,,
