,Unnamed: 0,Unnamed: 0.1,College Name or Type,name_rev,name_rev1_flag,guess,name,big10,pac,sisters,hbcu,public_ivy,west_ivy,new_ivy,little_ivy,sec,flagship,index,cand_usnews,cand_usnews_short,cand_acronym,cand_flagship
2307,2307,2307,boston universtiy,,,,1,,,,,,,,,,,2307,boston university,,,
2308,2308,2308,city university of new york,,1,,1,,,,,,,,,,,2308,,,,
2309,2309,2309,#8 public (ucsd),,1,,1,,,,,,,,,,,2309,,,,
2310,2310,2310,top 15 business school,,1,,1,,,,,,,,,,,2310,,,,
2311,2311,2311,eiu,,,,,,,,,,,,,,,2311,,,,
2312,2312,2312,2005 nat&#39;l champ,,1,,1,,,,,,,,,,,2312,,,,
2313,2313,2313,williams college,,,,1,,,,,,,,,,,2313,williams college,,,
2314,2314,2314,"top 20, non ivy",,,1,1,,,,,,,,,,,2314,,,,
2315,2315,2315,state university of new york a,,1,,1,,,,,,,,,,,2315,,,,
2316,2316,2316,private- top 40,,,1,1,,,,,,,,,,,2316,,,,
2317,2317,2317,public 4 year,,,,,,,,,,,,,,,2317,,,,
2318,2318,2318,rural university,,,,,,,,,,,,,,,2318,,,,
2319,2319,2319,professional,,,,,,,,,,,,,,,2319,,,,
2320,2320,2320,large va state (not uva.),,,,,,,,,,,,,,,2320,,,,
2321,2321,2321,liberal science,,,,,,,,,,,,,,,2321,,,,
2322,2322,2322,mid-size christian,,,,,,,,,,,,,,,2322,,,,
2323,2323,2323,top 20 usn&wr,,,1,1,,,,,,,,,,,2323,,,,
2324,2324,2324,monmouth university,,,,1,,,,,,,,,,,2324,monmouth university,,,
2325,2325,2325,strong public (uf),,1,,1,,,,,,,,,,,2325,,,,
2326,2326,2326,top engineering scho,,,,,,,,,,,,,,,2326,,,,
2327,2327,2327,top 5 regional,,,1,1,,,,,,,,,,,2327,,,,
2328,2328,2328,pace university,,,,1,,,,,,,,,,,2328,pace university,,,
2329,2329,2329,public/auburn,,1,,1,,,,,,,,,,,2329,,,,
2330,2330,2330,just a regular everyday normal,,,,,,,,,,,,,,,2330,,,,
2331,2331,2331,top liberal arts col,,,,,,,,,,,,,,,2331,,,,
2332,2332,2332,big 10 private,,,,,1,,,,,,,,,,2332,,,,
2333,2333,2333,u of colorado boulder,,,,1,,,,,,,,,,,2333,university of colorado boulder,,,
2334,2334,2334,university of colorado denver,,,,1,,,,,,,,,,,2334,university of colorado denver,,,
2335,2335,2335,franklin university,,1,,1,,,,,,,,,,,2335,,,,
2336,2336,2336,university of richmond,,,,1,,,,,,,,,,,2336,university of richmond,,,
2337,2337,2337,slippery rock u.,,1,,1,,,,,,,,,,,2337,,,,
2338,2338,2338,t-5 private,,,1,1,,,,,,,,,,,2338,,,,
2339,2339,2339,cornell - arts,,,,1,,,,,,,,,,,2339,,cornell ,,
2340,2340,2340,georgia southern,,,,1,,,,,,,,,,,2340,georgia southern university,,,
2341,2341,2341,u of phoenix online,,,,1,,,,,,,,,,,2341,, of phoenix,,
2342,2342,2342,austin peay state university,,,,1,,,,,,,,,,,2342,austin peay state university,,,
2343,2343,2343,usnews top25,,,1,1,,,,,,,,,,,2343,,,,
2344,2344,2344,"small, liberal arts university",,,,,,,,,,,,,,,2344,,,,
2345,2345,2345,"midwestern private,",,,,,,,,,,,,,,,2345,,,,
2346,2346,2346,top rated public,,,,,,,,,,,,,,,2346,,,,
2347,2347,2347,university of virgina,,,,1,,,,,,,,,,,2347,university of virginia,,,
2348,2348,2348,third tier large public,,,,,,,,,,,,,,,2348,,,,
2349,2349,2349,:(,,,,,,,,,,,,,,,2349,,,,
2350,2350,2350,southern methodist university,,,,1,,,,,,,,,,,2350,southern methodist university,,,
2351,2351,2351,top 40 university,,,1,1,,,,,,,,,,,2351,,,,
2352,2352,2352,uc...,,1,,1,,,,,,,,,,,2352,,,,
2353,2353,2353,private div. 1,,,,,,,,,,,,,,,2353,,,,
2354,2354,2354,private mid-tier,,,,,,,,,,,,,,,2354,,,,
2355,2355,2355,private - t10,,,1,1,,,,,,,,,,,2355,,,,
2356,2356,2356,#1 in the world-ucla,,1,,1,,,,,,,,,,,2356,,,,
2357,2357,2357,tier 1 - doctoral un,,,,,,,,,,,,,,,2357,,,,
2358,2358,2358,top 30 national,,,1,1,,,,,,,,,,,2358,,,,
2359,2359,2359,nu,,,,1,,,,,,,,,,,2359,,,nu,
2360,2360,2360,fl public uni,,,,,,,,,,,,,,,2360,,,,
2361,2361,2361,private/ top 25,,,1,1,,,,,,,,,,,2361,,,,
2362,2362,2362,top 10 college/university,,,1,1,,,,,,,,,,,2362,,,,
2363,2363,2363,t50 regional,,,1,1,,,,,,,,,,,2363,,,,
2364,2364,2364,private- top 20,,,1,1,,,,,,,,,,,2364,,,,
2365,2365,2365,boring religious college,,,,,,,,,,,,,,,2365,,,,
2366,2366,2366,top public/big10,,,,,1,,,,,,,,,,2366,,,,
2367,2367,2367,t20 liberal arts,,,1,1,,,,,,,,,,,2367,,,,
2368,2368,2368,top non-ivy private,,,1,1,,,,,,,,,,,2368,,,,
2369,2369,2369,selective top 15 liberal arts,,,1,1,,,,,,,,,,,2369,,,,
2370,2370,2370,colby,,,,1,,,,,,,,,,,2370,,colby ,,
2371,2371,2371,unt - denton,,1,,1,,,,,,,,,,,2371,,,,
2372,2372,2372,decent liberal arts,,,,,,,,,,,,,,,2372,,,,
2373,2373,2373,george washington univ.,,,,1,,,,,,,,,,,2373,george washington university,,,
2374,2374,2374,west coast ivy,,,,,,,,,,1,,,,,2374,,,,
2375,2375,2375,ashland university,,,,1,,,,,,,,,,,2375,ashland university,,,
2376,2376,2376,publin,,,,,,,,,,,,,,,2376,,,,
2377,2377,2377,public / community c,,,,,,,,,,,,,,,2377,,,,
2378,2378,2378,swarthmore college,,,,1,,,,,,,,,,,2378,swarthmore college,,,
2379,2379,2379,third tier,,,,,,,,,,,,,,,2379,,,,
2380,2380,2380,reigonal univ.,,,,,,,,,,,,,,,2380,,,,
2381,2381,2381,seoul univ,,,,,,,,,,,,,,,2381,,,,
2382,2382,2382,small catholic liber,,,,,,,,,,,,,,,2382,,,,
2383,2383,2383,top 35 university,,,1,1,,,,,,,,,,,2383,,,,
2384,2384,2384,"large, state university",,,,,,,,,,,,,,,2384,,,,
2385,2385,2385,state honors college,,,,,,,,,,,,,,,2385,,,,
2386,2386,2386,mnsu,,1,,1,,,,,,,,,,,2386,,,,
2387,2387,2387,elon,,,,1,,,,,,,,,,,2387,,elon ,,
2388,2388,2388,lewis university,,,,1,,,,,,,,,,,2388,lewis university,,,
2389,2389,2389,byu-i,,1,,1,,,,,,,,,,,2389,,,,
2390,2390,2390,top  50,,,1,1,,,,,,,,,,,2390,,,,
2391,2391,2391,penn state shc,,1,,1,,,,,,,,,,,2391,,,,
2392,2392,2392,"catholic, liberal arts",,,,,,,,,,,,,,,2392,,,,
2393,2393,2393,east stroudsburg university,,,,1,,,,,,,,,,,2393,east stroudsburg university of pennsylvania,,,
2394,2394,2394,single-sex lac,,,,,,,,,,,,,,,2394,,,,
2395,2395,2395,private religious liberal arts,,,,,,,,,,,,,,,2395,,,,
2396,2396,2396,private - new york u,,1,,1,,,,,,,,,,,2396,,,,
2397,2397,2397,"top 25, public (ucla)",,1,,1,,,,,,,,,,,2397,,,,
2398,2398,2398,academic powerhouse :d,,,,,,,,,,,,,,,2398,,,,
2399,2399,2399,"state, large",,,,,,,,,,,,,,,2399,,,,
2400,2400,2400,ca private,,,,,,,,,,,,,,,2400,,,,
2401,2401,2401,"private, small liberal arts",,,,,,,,,,,,,,,2401,,,,
2402,2402,2402,depauw c/o 2003,,1,,1,,,,,,,,,,,2402,,,,
2403,2403,2403,bucknell-bachelor of arts,,1,,1,,,,,,,,,,,2403,,,,
2404,2404,2404,faber college,,1,,1,,,,,,,,,,,2404,,,,
2405,2405,2405,small la,,,,,,,,,,,,,,,2405,,,,
2406,2406,2406,cal state long beach,,,,1,,,,,,,,,,,2406,,california state  long beach,,
2407,2407,2407,university of south alabama,,,,1,,,,,,,,,,,2407,university of south alabama,,,
2408,2408,2408,mid-size public university,,,,,,,,,,,,,,,2408,,,,
2409,2409,2409,private top 10 liber,,,1,1,,,,,,,,,,,2409,,,,
2410,2410,2410,public - medium size,,,,,,,,,,,,,,,2410,,,,
2411,2411,2411,wayne state,,,,1,,,,,,,,,,,2411,wayne state college,,,
2412,2412,2412,university of arizon,,,,1,,,,,,,,,,,2412,university of arizona,,,
2413,2413,2413,state/4th tier,,,,,,,,,,,,,,,2413,,,,
2414,2414,2414,ivy - not hyp,,,1,1,,,,,,,,,,,2414,,,,
2415,2415,2415,top 75 private,,,1,1,,,,,,,,,,,2415,,,,
2416,2416,2416,temple univ,,,,1,,,,,,,,,,,2416,temple university,,,
2417,2417,2417,p/t,,,,,,,,,,,,,,,2417,,,,
2418,2418,2418,university of hawaii hilo,,,,1,,,,,,,,,,,2418,university of hawaii hilo,,,
2419,2419,2419,top in taiwan,,,,,,,,,,,,,,,2419,,,,
2420,2420,2420,bad,,,,,,,,,,,,,,,2420,,,,
2421,2421,2421,"california state university, c",,,,1,,,,,,,,,,,2421,california state university chico,,,
2422,2422,2422,neumann university,,,,1,,,,,,,,,,,2422,neumann university,,,
2423,2423,2423,boston u,,,,1,,,,,,,,,,,2423,,boston ,,
2424,2424,2424,very large state-arizona state,,1,,1,,,,,,,,,,,2424,,,,
2425,2425,2425,top 15 regional,,,1,1,,,,,,,,,,,2425,,,,
2426,2426,2426,gcu,,,,1,,,,,,,,,,,2426,,,gcu,
2427,2427,2427,"liberal arts,  state school",,,,,,,,,,,,,,,2427,,,,
2428,2428,2428,undergrad and grad,,,,,,,,,,,,,,,2428,,,,
2429,2429,2429,"public, top 50",,,1,1,,,,,,,,,,,2429,,,,
2430,2430,2430,university delaware,,,,1,,,,,,,,,,,2430,university of delaware,,,
2431,2431,2431,basketball-playing public,,,,,,,,,,,,,,,2431,,,,
2432,2432,2432,private & public,,,,,,,,,,,,,,,2432,,,,
2433,2433,2433,florida a&m universi,,,,1,,,,,,,,,,,2433,florida a&m university,,,
2434,2434,2434,"private, top ten",,,1,1,,,,,,,,,,,2434,,,,
2435,2435,2435,ivy league continuing ed,,,,,,,,,,,,,,,2435,,,,
2436,2436,2436,oglethorpe university,,,,,,,,,,,,,,,2436,,,,
2437,2437,2437,illinois wesleyan university,,,,1,,,,,,,,,,,2437,illinois wesleyan university,,,
2438,2438,2438,top 100 - private,,,1,1,,,,,,,,,,,2438,,,,
2439,2439,2439,uc- large public,,1,,1,,,,,,,,,,,2439,,,,
2440,2440,2440,youngstown state,,,,1,,,,,,,,,,,2440,youngstown state university,,,
2441,2441,2441,private business school,,,,,,,,,,,,,,,2441,,,,
2442,2442,2442,umd,,,,1,,,,,,,,,,,2442,,,umd,
2443,2443,2443,cornell uni,,,,1,,,,,,,,,,,2443,cornell university,,,
2444,2444,2444,"private, top 25 nationally",,,1,1,,,,,,,,,,,2444,,,,
2445,2445,2445,graduate school - fiu,,1,,1,,,,,,,,,,,2445,,,,
2446,2446,2446,large public univ.,,,,,,,,,,,,,,,2446,,,,
2447,2447,2447,meh,,,,,,,,,,,,,,,2447,,,,
2448,2448,2448,pc,,,,,,,,,,,,,,,2448,,,,
2449,2449,2449,georgia state univer,,,,1,,,,,,,,,,,2449,georgia state university,,,
2450,2450,2450,universtity,,,,,,,,,,,,,,,2450,,,,
2451,2451,2451,syracuse,,,,1,,,,,,,,,,,2451,,syracuse ,,
2452,2452,2452,univ. of oregon,,,,1,,,,,,,,,,,2452,university of oregon,,,
2453,2453,2453,top 10 private liber,,,1,1,,,,,,,,,,,2453,,,,
2454,2454,2454,private-usiu,,1,,1,,,,,,,,,,,2454,,,,
2455,2455,2455,uc berkelet,,,,1,,,,,,,,,,,2455,,,uc berkeley,
2456,2456,2456,bottom of the barrel public,,,,,,,,,,,,,,,2456,,,,
2457,2457,2457,top 50 undergraduate,,,1,1,,,,,,,,,,,2457,,,,
2458,2458,2458,bryn mawr college,,,,1,,,,,,,,,,,2458,bryn mawr college,,,
2459,2459,2459,public- very selective,,,,,,,,,,,,,,,2459,,,,
2460,2460,2460,virtually unheard of,,,,,,,,,,,,,,,2460,,,,
2461,2461,2461,middle tn state university,,,,1,,,,,,,,,,,2461,middle tennessee state university,,,
2462,2462,2462,"international, public",,,,,,,,,,,,,,,2462,,,,
2463,2463,2463,liberal arts (private),,,,,,,,,,,,,,,2463,,,,
2464,2464,2464,fine arts,,,,,,,,,,,,,,,2464,,,,
2465,2465,2465,big fancy one,,,,,,,,,,,,,,,2465,,,,
2466,2466,2466,mount holyoke college,,,,1,,,,,,,,,,,2466,mount holyoke college,,,
2467,2467,2467,sonoma state univers,,,,1,,,,,,,,,,,2467,sonoma state university,,,
2468,2468,2468,depauw,,,,1,,,,,,,,,,,2468,,depauw ,,
2469,2469,2469,christopher newport university,,,,1,,,,,,,,,,,2469,christopher newport university,,,
2470,2470,2470,college of saint elizabeth,,,,1,,,,,,,,,,,2470,college of st. elizabeth,,,
2471,2471,2471,top 10 uni in china,,,,,,,,,,,,,,,2471,,,,
2472,2472,2472,ft or pt,,,,,,,,,,,,,,,2472,,,,
2473,2473,2473,centre college,,,,,,,,,,,,,,,2473,,,,
2474,2474,2474,large private (top 30),,,1,1,,,,,,,,,,,2474,,,,
2475,2475,2475,"dbcchypp, aka ivy le",,,1,1,,,,,,,,,,,2475,,,,
2476,2476,2476,private specialty arts college,,,,,,,,,,,,,,,2476,,,,
2477,2477,2477,large regional,,,,,,,,,,,,,,,2477,,,,
2478,2478,2478,acc school,,,,,,,,,,,,,,,2478,,,,
2479,2479,2479,georgia state unv,,,,1,,,,,,,,,,,2479,georgia state university,,,
2480,2480,2480,"private, lib arts",,,,,,,,,,,,,,,2480,,,,
2481,2481,2481,midwest,,,,,,,,,,,,,,,2481,,,,
2482,2482,2482,mid-level public,,,,,,,,,,,,,,,2482,,,,
2483,2483,2483,science,,,,,,,,,,,,,,,2483,,,,
2484,2484,2484,top-20,,,1,1,,,,,,,,,,,2484,,,,
2485,2485,2485,top private national,,,,,,,,,,,,,,,2485,,,,
2486,2486,2486,univ. of michigan,,,,1,,,,,,,,,,,2486,,,,university of michigan
2487,2487,2487,private top fifty,,,1,1,,,,,,,,,,,2487,,,,
2488,2488,2488,top 40 undergrad,,,1,1,,,,,,,,,,,2488,,,,
2489,2489,2489,public/undergraduate,,,,,,,,,,,,,,,2489,,,,
2490,2490,2490,foreign university,,,,,,,,,,,,,,,2490,,,,
2491,2491,2491,stonybrook university,,,,1,,,,,,,,,,,2491,stony brook university suny,,,
2492,2492,2492,national research university,,,,,,,,,,,,,,,2492,,,,
2493,2493,2493,30,,,,,,,,,,,,,,,2493,,,,
2494,2494,2494,mississippi state,,,,1,,,,,,,,,,,2494,mississippi state university,,,
2495,2495,2495,private undergraduate,,,,,,,,,,,,,,,2495,,,,
2496,2496,2496,public - top 50,,,1,1,,,,,,,,,,,2496,,,,
2497,2497,2497,gdufs,,,,,,,,,,,,,,,2497,,,,
2498,2498,2498,"public, tier 3 (u.s.news)",,,,,,,,,,,,,,,2498,,,,
2499,2499,2499,4-year private,,,,,,,,,,,,,,,2499,,,,
2500,2500,2500,top 5 ivy,,,1,1,,,,,,,,,,,2500,,,,
2501,2501,2501,bellevue university,,,,1,,,,,,,,,,,2501,bellevue university,,,
2502,2502,2502,"private, christian,",,,,,,,,,,,,,,,2502,,,,
2503,2503,2503,top 20 liberal arts college,,,1,1,,,,,,,,,,,2503,,,,
2504,2504,2504,public- asu,,1,,1,,,,,,,,,,,2504,,,,
2505,2505,2505,clarion university,,1,,1,,,,,,,,,,,2505,,,,
2506,2506,2506,stony brook univ,,,,1,,,,,,,,,,,2506,stony brook university suny,,,
2507,2507,2507,university of phx,,,,1,,,,,,,,,,,2507,university of phoenix,,,
2508,2508,2508,big and pretentious,,,,,,,,,,,,,,,2508,,,,
2509,2509,2509,the university of toledo,,,,1,,,,,,,,,,,2509,university of toledo,,,
2510,2510,2510,hampton univ.,,,,1,,,,,,,,,,,2510,hampton university,,,
2511,2511,2511,historically black college,,,,,,,,1,,,,,,,2511,,,,
2512,2512,2512,4-year public school,,,,,,,,,,,,,,,2512,,,,
2513,2513,2513,overseas engineering college,,,,,,,,,,,,,,,2513,,,,
2514,2514,2514,small state u,,,,,,,,,,,,,,,2514,,,,
2515,2515,2515,georgia institute of technolog,,,,1,,,,,,,,,,,2515,georgia institute of technology,,,
2516,2516,2516,u. of pittsburgh,,,,1,,,,,,,,,,,2516,university of pittsburgh,,,
2517,2517,2517,university at buffalo,,,,1,,,,,,,,,,,2517,university at buffalo suny,,,
2518,2518,2518,state university of new york,,1,,1,,,,,,,,,,,2518,,,,
2519,2519,2519,university of wyoming,,,,1,,,,,,,,,,,2519,university of wyoming,,,
2520,2520,2520,rollins college,,,,1,,,,,,,,,,,2520,rollins college,,,
2521,2521,2521,cuny (baruch),,,,1,,,,,,,,,,,2521,,cuny baruch ,,
2522,2522,2522,millsaps college,,,,1,,,,,,,,,,,2522,millsaps college,,,
2523,2523,2523,saint peter's college,,,,1,,,,,,,,,,,2523,st. petersburg college,,,
2524,2524,2524,small wi state school,,,,,,,,,,,,,,,2524,,,,
2525,2525,2525,illinois,,,,1,,,,,,,,,,,2525,,illinois ,,
2526,2526,2526,univ. of penn,,1,,1,,,,,,,,,,,2526,,,,
2527,2527,2527,undergraduate at state school,,,,,,,,,,,,,,,2527,,,,
2528,2528,2528,other,,,,,,,,,,,,,,,2528,,,,
2529,2529,2529,top non-ivy,,,1,1,,,,,,,,,,,2529,,,,
2530,2530,2530,public; state university,,,,,,,,,,,,,,,2530,,,,
2531,2531,2531,george mason univers,,,,1,,,,,,,,,,,2531,george mason university,,,
2532,2532,2532,4-ya liberal arts,,,,,,,,,,,,,,,2532,,,,
2533,2533,2533,cal lutheran university,,1,,1,,,,,,,,,,,2533,,,,
2534,2534,2534,yale university,,,,1,,,,,,,,,,,2534,yale university,,,
2535,2535,2535,dominican college,,,,1,,,,,,,,,,,2535,dominican college,,,
2536,2536,2536,thatch hut,,,,,,,,,,,,,,,2536,,,,
2537,2537,2537,top 24 public,,,1,1,,,,,,,,,,,2537,,,,
2538,2538,2538,iupui (top 200 national univ),,1,,1,,,,,,,,,,,2538,,,,
2539,2539,2539,medical,,,,,,,,,,,,,,,2539,,,,
2540,2540,2540,gcsu,,,,1,,,,,,,,,,,2540,,,gcsu,
2541,2541,2541,usma,,1,,1,,,,,,,,,,,2541,,,,
2542,2542,2542,bowling green state,,,,1,,,,,,,,,,,2542,bowling green state university,,,
2543,2543,2543,large public-unc,,1,,1,,,,,,,,,,,2543,,,,
2544,2544,2544,public-tier 1,,,,,,,,,,,,,,,2544,,,,
2545,2545,2545,cal state fullerton,,,,1,,,,,,,,,,,2545,,california state  fullerton,,
2546,2546,2546,"liberal arts, top 40",,,1,1,,,,,,,,,,,2546,,,,
2547,2547,2547,"private liberal arts, all wome",,,,,,,,,,,,,,,2547,,,,
2548,2548,2548,"private, women\'s",,,,,,,,,,,,,,,2548,,,,
2549,2549,2549,winston-salem state university,,,,1,,,,,,,,,,,2549,winston salem state university,,,
2550,2550,2550,"small private, liberal arts",,,,,,,,,,,,,,,2550,,,,
2551,2551,2551,"public, top 20",,,1,1,,,,,,,,,,,2551,,,,
2552,2552,2552,ivy-ish,,,1,1,,,,,,,,,,,2552,,,,
2553,2553,2553,york university,,,,,,,,,,,,,,,2553,,,,
2554,2554,2554,ursinus,,,,1,,,,,,,,,,,2554,,ursinus ,,
2555,2555,2555,bigten,,,,,1,,,,,,,,,,2555,,,,
2556,2556,2556,sac state,,,,,,,,,,,,,,,2556,,,,
2557,2557,2557,private (top 25),,,1,1,,,,,,,,,,,2557,,,,
2558,2558,2558,"public, university of michigan",,,,1,,,,,,,,,,,2558,,,,university of michigan
2559,2559,2559,u of alabama,,,,1,,,,,,,,,,,2559,university of alabama, of alabama,,
2560,2560,2560,t20 private,,,1,1,,,,,,,,,,,2560,,,,
2561,2561,2561,top 100 la,,,1,1,,,,,,,,,,,2561,,,,
2562,2562,2562,research 1,,,,,,,,,,,,,,,2562,,,,
2563,2563,2563,baruch cuny,,1,,1,,,,,,,,,,,2563,,,,
2564,2564,2564,public hbcu,,,,,,,,1,,,,,,,2564,,,,
2565,2565,2565,western state colorado univers,,,,1,,,,,,,,,,,2565,western state colorado university,,,
2566,2566,2566,sunyit,,,,1,,,,,,,,,,,2566,,,suny,
2567,2567,2567,ttu,,,,1,,,,,,,,,,,2567,,,ttu,
2568,2568,2568,harvard/yale/princeton,,1,,1,,,,,,,,,,,2568,,,,
2569,2569,2569,literal ttt,,,,,,,,,,,,,,,2569,,,,
2570,2570,2570,private top 15,,,1,1,,,,,,,,,,,2570,,,,
2571,2571,2571,makes mom proud,,,,,,,,,,,,,,,2571,,,,
2572,2572,2572,very small religious college,,,,,,,,,,,,,,,2572,,,,
2573,2573,2573,washington,,1,,1,,,,,,,,,,,2573,,,,
2574,2574,2574,ug - public,,1,,1,,,,,,,,,,,2574,,,,
2575,2575,2575,private methodist,,,,,,,,,,,,,,,2575,,,,
2576,2576,2576,large - public,,,,,,,,,,,,,,,2576,,,,
2577,2577,2577,u of utah,,,,1,,,,,,,,,,,2577,, of utah,,
2578,2578,2578,byu (private),,1,,1,,,,,,,,,,,2578,,,,
2579,2579,2579,university of illinois-urbana/,,,,1,,,,,,,,,,,2579,university of illinois urbana champaign,,,
2580,2580,2580,internaitional,,,,,,,,,,,,,,,2580,,,,
2581,2581,2581,tamucc,,,,1,,,,,,,,,,,2581,,,tamucc,
2582,2582,2582,top ivy,,1,,1,,,,,,,,,,,2582,,,,
2583,2583,2583,top 40/private,,,1,1,,,,,,,,,,,2583,,,,
2584,2584,2584,university of mn,,1,,1,,,,,,,,,,,2584,,,,
2585,2585,2585,"\""little ivy\""",,,,,,,,,,,,1,,,2585,,,,
2586,2586,2586,4th tier national university,,,,,,,,,,,,,,,2586,,,,
2587,2587,2587,"t-30, small, public",,,1,1,,,,,,,,,,,2587,,,,
2588,2588,2588,texas a&m university-commerce,,,,1,,,,,,,,,,,2588,texas a&m university commerce,,,
2589,2589,2589,major state school in oklahoma,,1,,1,,,,,,,,,,,2589,,,,
2590,2590,2590,large-private,,,,,,,,,,,,,,,2590,,,,
2591,2591,2591,single-sex private,,,,,,,,,,,,,,,2591,,,,
2592,2592,2592,four-year public university,,,,,,,,,,,,,,,2592,,,,
2593,2593,2593,univ. of sc,,1,,1,,,,,,,,,,,2593,,,,
2594,2594,2594,elite private school,,,,,,,,,,,,,,,2594,,,,
2595,2595,2595,non-ivy top private,,1,,1,,,,,,,,,,,2595,,,,
2596,2596,2596,state tttt,,,,,,,,,,,,,,,2596,,,,
2597,2597,2597,samford u,,,,1,,,,,,,,,,,2597,,samford ,,
2598,2598,2598,russian university,,,,,,,,,,,,,,,2598,,,,
2599,2599,2599,top-20 national,,,1,1,,,,,,,,,,,2599,,,,
2600,2600,2600,private (small competitive),,,,,,,,,,,,,,,2600,,,,
2601,2601,2601,private t25,,,1,1,,,,,,,,,,,2601,,,,
2602,2602,2602,large party,,,,,,,,,,,,,,,2602,,,,
2603,2603,2603,national public univ,,,,,,,,,,,,,,,2603,,,,
2604,2604,2604,top 10 private univ.,,,1,1,,,,,,,,,,,2604,,,,
2605,2605,2605,nat&#39;l university,,,1,1,,,,,,,,,,,2605,,,,
2606,2606,2606,mid-sized state,,,,,,,,,,,,,,,2606,,,,
2607,2607,2607,public (tier 1),,,,,,,,,,,,,,,2607,,,,
2608,2608,2608,siue,,,,1,,,,,,,,,,,2608,,,siue,
2609,2609,2609,u.c.f.,,1,,1,,,,,,,,,,,2609,,,,
2610,2610,2610,rhode island college,,,,1,,,,,,,,,,,2610,rhode island college,,,
2611,2611,2611,public & private,,,,,,,,,,,,,,,2611,,,,
2612,2612,2612,mid-size public,,,,,,,,,,,,,,,2612,,,,
2613,2613,2613,public - ok,,1,,1,,,,,,,,,,,2613,,,,
2614,2614,2614,tier 1/private,,,,,,,,,,,,,,,2614,,,,
2615,2615,2615,umass dartmouth,,1,,1,,,,,,,,,,,2615,,,,
2616,2616,2616,university of tennessee knoxvi,,,,1,,,,,,,,,,,2616,university of tennessee,,,
2617,2617,2617,walden,,,,1,,,,,,,,,,,2617,,walden ,,
2618,2618,2618,truman state university,,,,1,,,,,,,,,,,2618,truman state university,,,
2619,2619,2619,t14 hopefully...,,,1,1,,,,,,,,,,,2619,,,,
2620,2620,2620,usna,,1,,1,,,,,,,,,,,2620,,,,
2621,2621,2621,public university - 02 grad,,,,,,,,,,,,,,,2621,,,,
2622,2622,2622,4year liberal arts,,,,,,,,,,,,,,,2622,,,,
2623,2623,2623,"top 25, small liberal arts",,,1,1,,,,,,,,,,,2623,,,,
2624,2624,2624,u of mich.,,1,,1,,,,,,,,,,,2624,,,,
2625,2625,2625,merrimack college,,,,1,,,,,,,,,,,2625,merrimack college,,,
2626,2626,2626,top three liberal ar,,,1,1,,,,,,,,,,,2626,,,,
2627,2627,2627,public -,,,,,,,,,,,,,,,2627,,,,
2628,2628,2628,aquinas,,,,1,,,,,,,,,,,2628,,aquinas ,,
2629,2629,2629,best of the west,,,1,1,,,,,,,,,,,2629,,,,
2630,2630,2630,military academy and small pvt,,1,,1,,,,,,,,,,,2630,,,,
2631,2631,2631,university of pittsburgh at br,,1,,1,,,,,,,,,,,2631,,,,
2632,2632,2632,(top private) wustl,,1,,1,,,,,,,,,,,2632,,,,
2633,2633,2633,large private urban,,,,,,,,,,,,,,,2633,,,,
2634,2634,2634,four-year public,,,,,,,,,,,,,,,2634,,,,
2635,2635,2635,top 100/public,,,1,1,,,,,,,,,,,2635,,,,
2636,2636,2636,research,,,,,,,,,,,,,,,2636,,,,
2637,2637,2637,ne top tier liberal arts,,,,,,,,,,,,,,,2637,,,,
2638,2638,2638,public (cuny),,1,,1,,,,,,,,,,,2638,,,,
2639,2639,2639,oklahoma state u,,,,1,,,,,,,,,,,2639,oklahoma state university,,,
2640,2640,2640,western carolina university,,,,1,,,,,,,,,,,2640,western carolina university,,,
2641,2641,2641,universidad de puerto rico en,,1,,1,,,,,,,,,,,2641,,,,
2642,2642,2642,wc ivy,,,,,,,,,,1,,,,,2642,,,,
2643,2643,2643,local,,,,,,,,,,,,,,,2643,,,,
2644,2644,2644,public (hbcu),,,,,,,,1,,,,,,,2644,,,,
2645,2645,2645,columbia college,,,,1,,,,,,,,,,,2645,columbia college,,,
2646,2646,2646,top 50 public university,,,1,1,,,,,,,,,,,2646,,,,
2647,2647,2647,wellesley,,,,1,,,,,,,,,,,2647,,wellesley ,,
2648,2648,2648,in state,,,,,,,,,,,,,,,2648,,,,
2649,2649,2649,small midwestern,,,,,,,,,,,,,,,2649,,,,
2650,2650,2650,morehouse college,,,,1,,,,,,,,,,,2650,morehouse college,,,
2651,2651,2651,large public - research,,,,,,,,,,,,,,,2651,,,,
2652,2652,2652,"public ivy, top 50 nationally",,,1,1,,,,,,,,,,,2652,,,,
2653,2653,2653,eastern michigan,,,,1,,,,,,,,,,,2653,eastern michigan university,,,
2654,2654,2654,the university of texas in the,,,,1,,,,,,,,,,,2654,,,,university of texas
2655,2655,2655,top-15 liberal arts college,,,1,1,,,,,,,,,,,2655,,,,
2656,2656,2656,horrible,,,,,,,,,,,,,,,2656,,,,
2657,2657,2657,ttt ivy,,,1,1,,,,,,,,,,,2657,,,,
2658,2658,2658,top 150,,,1,1,,,,,,,,,,,2658,,,,
2659,2659,2659,top 10 public research univers,,,1,1,,,,,,,,,,,2659,,,,
2660,2660,2660,nyu (private),,1,,1,,,,,,,,,,,2660,,,,
2661,2661,2661,"university of california, sc",,1,,1,,,,,,,,,,,2661,,,,
